time,gFx,gFy,gFz,TgF
1.277236093,0.0145,0.9954,-0.1138,1.002
1.278434322,0.0111,0.9974,-0.1129,1.004
1.282651926,0.0106,0.9969,-0.1109,1.003
1.283343489,0.0111,0.9993,-0.1080,1.005
1.288474895,0.0106,1.0032,-0.1065,1.009
1.289217135,0.0106,1.0037,-0.1065,1.009
1.294699426,0.0130,1.0047,-0.1080,1.011
1.295860885,0.0150,1.0047,-0.1085,1.011
1.296571666,0.0159,1.0062,-0.1090,1.012
1.297046874,0.0164,1.0067,-0.1094,1.013
1.30406401,0.0169,1.0062,-0.1085,1.012
1.304772551,0.0164,1.0057,-0.1060,1.011
1.309578853,0.0184,1.0081,-0.1065,1.014
1.31082927,0.0174,1.0072,-0.1041,1.013
1.311669582,0.0174,1.0072,-0.1036,1.013
